1.0	1.6	1.0	0.3	-0.038	-0.15	0.02	0.1	-89.1246791822129
2.0	1.6	1.0	0.3	-0.038	-0.15	0.02	0.11	-89.09755578478902
3.0	1.6	1.0	0.3	-0.038	-0.15	0.02	0.12	-89.60675439066483
4.0	1.6	1.0	0.3	-0.038	-0.15	0.0225	0.1	-84.00399418437577
5.0	1.6	1.0	0.3	-0.038	-0.15	0.0225	0.11	-83.6306802954552
6.0	1.6	1.0	0.3	-0.038	-0.15	0.0225	0.12	-83.78876972131441
7.0	1.6	1.0	0.3	-0.038	-0.15	0.025	0.1	-79.89831096643718
8.0	1.6	1.0	0.3	-0.038	-0.15	0.025	0.11	-79.25089202014283
9.0	1.6	1.0	0.3	-0.038	-0.15	0.025	0.12	-79.12991370099277
10.0	1.6	1.0	0.3	-0.038	-0.145	0.02	0.1	-89.10621269153981
11.0	1.6	1.0	0.3	-0.038	-0.145	0.02	0.11	-89.07516880993077
12.0	1.6	1.0	0.3	-0.038	-0.145	0.02	0.12	-89.5805179407297
13.0	1.6	1.0	0.3	-0.038	-0.145	0.0225	0.1	-83.99028264178725
14.0	1.6	1.0	0.3	-0.038	-0.145	0.0225	0.11	-83.61350859088604
15.0	1.6	1.0	0.3	-0.038	-0.145	0.0225	0.12	-83.76819407627026
16.0	1.6	1.0	0.3	-0.038	-0.145	0.025	0.1	-79.88835477674371
17.0	1.6	1.0	0.3	-0.038	-0.145	0.025	0.11	-79.23784823392405
18.0	1.6	1.0	0.3	-0.038	-0.145	0.025	0.12	-79.11382594885615
19.0	1.6	1.0	0.3	-0.038	-0.14	0.02	0.1	-89.08774619867421
20.0	1.6	1.0	0.3	-0.038	-0.14	0.02	0.11	-89.05278183357149
21.0	1.6	1.0	0.3	-0.038	-0.14	0.02	0.12	-89.55428149007794
22.0	1.6	1.0	0.3	-0.038	-0.14	0.0225	0.1	-83.9765710964098
23.0	1.6	1.0	0.3	-0.038	-0.14	0.0225	0.11	-83.59633688416726
24.0	1.6	1.0	0.3	-0.038	-0.14	0.0225	0.12	-83.74761842984212
25.0	1.6	1.0	0.3	-0.038	-0.14	0.025	0.1	-79.87839858374895
26.0	1.6	1.0	0.3	-0.038	-0.14	0.025	0.11	-79.22480444495979
27.0	1.6	1.0	0.3	-0.038	-0.14	0.025	0.12	-79.09773819469122
28.0	1.6	1.0	0.3	-0.037	-0.15	0.02	0.1	-89.14260020167731
29.0	1.6	1.0	0.3	-0.037	-0.15	0.02	0.11	-89.11668784787717
30.0	1.6	1.0	0.3	-0.037	-0.15	0.02	0.12	-89.62712340535376
31.0	1.6	1.0	0.3	-0.037	-0.15	0.0225	0.1	-84.02075061285318
32.0	1.6	1.0	0.3	-0.037	-0.15	0.0225	0.11	-83.64850758970668
33.0	1.6	1.0	0.3	-0.037	-0.15	0.0225	0.12	-83.8076925168672
34.0	1.6	1.0	0.3	-0.037	-0.15	0.025	0.1	-79.91414770431263
35.0	1.6	1.0	0.3	-0.037	-0.15	0.025	0.11	-79.26768621053746
36.0	1.6	1.0	0.3	-0.037	-0.15	0.025	0.12	-79.14768918599067
37.0	1.6	1.0	0.3	-0.037	-0.145	0.02	0.1	-89.12413371002116
38.0	1.6	1.0	0.3	-0.037	-0.145	0.02	0.11	-89.09430087239613
39.0	1.6	1.0	0.3	-0.037	-0.145	0.02	0.12	-89.60088695514123
40.0	1.6	1.0	0.3	-0.037	-0.145	0.0225	0.1	-84.00703906887493
41.0	1.6	1.0	0.3	-0.037	-0.145	0.0225	0.11	-83.63133588415559
42.0	1.6	1.0	0.3	-0.037	-0.145	0.0225	0.12	-83.78711687123575
43.0	1.6	1.0	0.3	-0.037	-0.145	0.025	0.1	-79.9041915127894
44.0	1.6	1.0	0.3	-0.037	-0.145	0.025	0.11	-79.25464242293793
45.0	1.6	1.0	0.3	-0.037	-0.145	0.025	0.12	-79.1316014329134
46.0	1.6	1.0	0.3	-0.037	-0.14	0.02	0.1	-89.1056672161728
47.0	1.6	1.0	0.3	-0.037	-0.14	0.02	0.11	-89.07191389541417
48.0	1.6	1.0	0.3	-0.037	-0.14	0.02	0.12	-89.57465050421227
49.0	1.6	1.0	0.3	-0.037	-0.14	0.0225	0.1	-83.99332752210805
50.0	1.6	1.0	0.3	-0.037	-0.14	0.0225	0.11	-83.61416417645523
51.0	1.6	1.0	0.3	-0.037	-0.14	0.0225	0.12	-83.76654122422067
52.0	1.6	1.0	0.3	-0.037	-0.14	0.025	0.1	-79.89423531796535
53.0	1.6	1.0	0.3	-0.037	-0.14	0.025	0.11	-79.24159863259337
54.0	1.6	1.0	0.3	-0.037	-0.14	0.025	0.12	-79.11551367780805
55.0	1.6	1.0	0.3	-0.036	-0.15	0.02	0.1	-89.1605212207009
56.0	1.6	1.0	0.3	-0.036	-0.15	0.02	0.11	-89.13581991070697
57.0	1.6	1.0	0.3	-0.036	-0.15	0.02	0.12	-89.64749241993535
58.0	1.6	1.0	0.3	-0.036	-0.15	0.0225	0.1	-84.03750704063806
59.0	1.6	1.0	0.3	-0.036	-0.15	0.0225	0.11	-83.66633488350966
60.0	1.6	1.0	0.3	-0.036	-0.15	0.0225	0.12	-83.82661531217079
61.0	1.6	1.0	0.3	-0.036	-0.15	0.025	0.1	-79.92998444117399
62.0	1.6	1.0	0.3	-0.036	-0.15	0.025	0.11	-79.28448040023768
63.0	1.6	1.0	0.3	-0.036	-0.15	0.025	0.12	-79.16546467055231
64.0	1.6	1.0	0.3	-0.036	-0.145	0.02	0.1	-89.14205472806177
65.0	1.6	1.0	0.3	-0.036	-0.145	0.02	0.11	-89.1134329346032
66.0	1.6	1.0	0.3	-0.036	-0.145	0.02	0.12	-89.62125596944556
67.0	1.6	1.0	0.3	-0.036	-0.145	0.0225	0.1	-84.02379549527032
68.0	1.6	1.0	0.3	-0.036	-0.145	0.0225	0.11	-83.64916317697686
69.0	1.6	1.0	0.3	-0.036	-0.145	0.0225	0.12	-83.80603966595223
70.0	1.6	1.0	0.3	-0.036	-0.145	0.025	0.1	-79.92002824782135
71.0	1.6	1.0	0.3	-0.036	-0.145	0.025	0.11	-79.27143661125776
72.0	1.6	1.0	0.3	-0.036	-0.145	0.025	0.12	-79.14937691653454
73.0	1.6	1.0	0.3	-0.036	-0.14	0.02	0.1	-89.12358823323079
74.0	1.6	1.0	0.3	-0.036	-0.14	0.02	0.11	-89.09104595699871
75.0	1.6	1.0	0.3	-0.036	-0.14	0.02	0.12	-89.5950195182394
76.0	1.6	1.0	0.3	-0.036	-0.14	0.0225	0.1	-84.01008394711428
77.0	1.6	1.0	0.3	-0.036	-0.14	0.0225	0.11	-83.6319914682951
78.0	1.6	1.0	0.3	-0.036	-0.14	0.0225	0.12	-83.7854640183502
79.0	1.6	1.0	0.3	-0.036	-0.14	0.025	0.1	-79.91007205116831
80.0	1.6	1.0	0.3	-0.036	-0.14	0.025	0.11	-79.25839281953311
81.0	1.6	1.0	0.3	-0.036	-0.14	0.025	0.12	-79.13328916048903
82.0	1.6	1.0	0.34	-0.038	-0.15	0.02	0.1	-92.04019323287835
83.0	1.6	1.0	0.34	-0.038	-0.15	0.02	0.11	-92.01423849038429
84.0	1.6	1.0	0.34	-0.038	-0.15	0.02	0.12	-92.53102978805053
85.0	1.6	1.0	0.34	-0.038	-0.15	0.0225	0.1	-86.65380961337671
86.0	1.6	1.0	0.34	-0.038	-0.15	0.0225	0.11	-86.27689197859803
87.0	1.6	1.0	0.34	-0.038	-0.15	0.0225	0.12	-86.43789445682938
88.0	1.6	1.0	0.34	-0.038	-0.15	0.025	0.1	-82.3358905931032
89.0	1.6	1.0	0.34	-0.038	-0.15	0.025	0.11	-81.68095006840282
90.0	1.6	1.0	0.34	-0.038	-0.15	0.025	0.12	-81.55907063978049
